Sentence,Sentiment,,,,,
"Heartbroken Tim Godwin weeps as he tells how he had to tell his 23-month-old daughter Sophie : ` Mummy is n't coming back "" .",sad,,,,,
"She crammed more living into her 30 years than most people experience in two lifetimes , according to her heartbroken parents Ken and Diana .",sad,,,,,
The kids will be heartbroken . ,sad,,,,,
And yesterday his heartbroken wife Jane slammed police for failing to find him after she raised the alarm 48 hours earlier .,sad,,,,,
"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . ",sad,,,,,
THE heartbroken mother of transplant donor Paula Moss is leaving England to work as a missionary . ,sad,,,,,
"Only afterwards , when Tommy disappeared and Maudie seemed so heartbroken , then I began to wonder . ",sad,,,,,
"Sitting in front of the looking glass , making up her face , she hoped that Anthony was all right and not quite as heartbroken as Julia seemed to think he was . ",sad,,,,,
"Although I have has a lot of support , I feel heartbroken about Henri 's future . ",sad,,,,,
"` The popular story is that he was so heartbroken he ran off to join a religious order , and has since been ordained . "" ",sad,,,,,
"Scorning the establishment , they left homes and heartbroken parents . ",sad,,,,,
"` I thought they must have had a quarrel , "" Brand said , and I had the impression he was n't heartbroken about it . "" ",sad,,,,,
"His heartbroken mum , Colette , said : ` Paul is so upset . ",sad,,,,,
Surely someone somewhere knows who killed Ann Heron and that person could ease the pain for her heartbroken family . ,sad,,,,,
She looked into his eyes and saw terrible pain and inconsolable grief . ,sad,,,,,
The boy was broken-hearted and inconsolable . ,sad,,,,,
"The women wait anxiously and when the boat returns one of its crew has been lost , causing inconsolable grief to his young wife . ",sad,,,,,
"William was inconsolable and , unable to settle at home , continued to travel extensively . ",sad,,,,,
"Liza , for her part , had still seemed inconsolable when she first arrived back at her unit on the edge of Salisbury Plain . ",sad,,,,,
There are periods when we feel totally inconsolable . ,sad,,,,,
"It can be the focus of inconsolable grief ; it inspires poetry and literature , symphonies and songs . ",sad,,,,,
"In the event , Maman was inconsolable . ",sad,,,,,
He was inconsolable when he found what she 'd done . ,sad,,,,,
Yussuf had been quite inconsolable . ,sad,,,,,
He was not inconsolable . ,sad,,,,,
"Vincent agreed , too low-spirited to put up any resistance . ",sad,,,,,
She sounded a little low-spirited . ,sad,,,,,
Sven Hjerson 's lugubrious face lit up in a brief smile . ,sad,,,,,
"I kept trying to get back to Changez 's lugubrious face , which reclined morosely in his good hand as the guests filled the air around him with cultivated noises . ",sad,,,,,
"The lugubrious publican had seen it as his job to repel strangers and had employed to that end an impressive armoury of taciturnity , malevolent glances , warm beer and poor service . ",sad,,,,,
"He was a plodding lugubrious fellow , and we were delighted with his Wodehousian name . ",sad,,,,,
"Bert , a lanky , lugubrious individual , declined . ",sad,,,,,
"He looked up , his lugubrious face pale , and Athelstan saw it was tear-stained . ",sad,,,,,
He became even more lugubrious . ,sad,,,,,
"Bathsheba was watching his expression closely , and she had never been more miserable . ",sad,,,,,
"` If you do n't help me , I shall make you more miserable than you have ever been in your life . ",sad,,,,,
"There I lay , half-roasted on one side , freezing on the other , in a sort of trance , more abjectly miserable than I can tell . ",sad,,,,,
"On one of our visits we found a representative of the Occidental Oil Company stranded there , looking most miserable and bedraggled in the morass of mud and pouring rain . ",sad,,,,,
"Neither of us could wait to get the round over , we were so cold and miserable . ",sad,,,,,
"` I used to be sad and pathetic , but I 'm not so miserable any more . ",sad,,,,,
He was so miserable . ,sad,,,,,
Of course I like them ; if I did n't I 'd be utterly miserable . ,sad,,,,,
"Accordingly , I wrote to my parents and , having pretended for years that I was relatively happy at school , I now confessed that I was utterly miserable , and begged them to take me away . ",sad,,,,,
They were on the top floor of an old house and he was very cold and very miserable . ,sad,,,,,
I 'm very miserable . ,sad,,,,,
"As he nodded she went on , ` I 'd had a bit of a knock in -- in a relationship with a man in London , and I was very miserable over Elise 's death . ",sad,,,,,
"And when I first got an inkling the little was far worse than none , and I became melancholy and miserable . ",sad,,,,,
Every day they became more miserable . ,sad,,,,,
"As Joe and Biddy became a little more cheerful , discussing my possible plans for the future , I became more miserable . ",sad,,,,,
I feel really miserable to tell the truth . ,sad,,,,,
When the reaction set in she had felt utterly miserable . ,sad,,,,,
Sheila Williams was feeling miserable . ,sad,,,,,
"Five minutes went by as she reflected that Rosemary must be feeling as miserable as Travis , then , checking to see that Travis was all right as she passed , she went to bed . ",sad,,,,,
"The dog seems anxious to get the harness on ; indeed , all through the trip the dogs are always keen to pull and seem miserable when they are tied off for the night . ",sad,,,,,
"They seemed demoralized and miserable , operating an endless mechanical process . ",sad,,,,,
"` I 'm too miserable to eat . "" ",sad,,,,,
"I was too miserable to giggle , but I wondered if the fiances had when he postured on his lawn . ",sad,,,,,
"As I read it , I was sad to think how miserable Anne had been , in a big house away from home , where no one understood her . ",sad,,,,,
"Now her vivid imagination had no difficulty in showing her how Mark 's last drive alone must have been , how miserable he must have felt . ",sad,,,,,
"She missed him , and missed the companionable secrecy of their relationship , but she was not miserable about it . ",sad,,,,,
She in turn had been drawn to him at the time when she was miserable about Jean-Pierre . ,sad,,,,,
"As Michael Codron told me : ` Ken remained very loyal to it , even though he was miserable about it . ",sad,,,,,
It was the kind of life that ` was making life miserable in the extreme for her and since I felt responsible for her it was making me miserable too . ,sad,,,,,
"Loads of my friends are miserable over the way they look , and the media are basically saying , ` Yes , you 're right to be miserable . ",sad,,,,,
"` Harry , we 're going to make ourselves miserable beyond measure if we go on like this . ",sad,,,,,
"If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law . ",sad,,,,,
"He must be miserable . "" ",sad,,,,,
"To misquote you : he is itinerant because he is miserable . "" ",sad,,,,,
"Brian Davies , also from near Coventry , had entered some immense pumpkins and marrows , but seemed mournful . ",sad,,,,,
"On the other hand , the most important person , the cameraman , wore jeans and a Micky Mouse T-shirt , over which his mournful , deadpan moon face shone incongruously . ",sad,,,,,
"It is her whole situation -- she is so mournful and silently accusing and sometimes , Robert , I think her as mad as Landor with all this nonsense she makes of the Bible from time to time . ",sad,,,,,
"His face was completely serious , even slightly mournful . ",sad,,,,,
He was at the graveside looking mournful and interesting . ,sad,,,,,
"He had a narrow mournful face , tapering to a long pointed chin . ",sad,,,,,
"They 'd had a skinful so were n't in a particularly noticing mood but they saw and heard nothing , nothing except what they described as a kind of mournful whistling coming from deep in the wood . "" ",sad,,,,,
"Gloom , on the other hand , sees a noisy , grimy city with crowded underground stations , overpriced restaurants , jostling strangers and mournful faces . ",sad,,,,,
"` It gobbled up the bird in one go , "" said a mournful bird-watcher yesterday . ",sad,,,,,
"There was the mournful sound of human voices , and then a jolt . ",sad,,,,,
I could n't bear the mournful look on his face . ,sad,,,,,
"How dare you seem so mournful . "" ",sad,,,,,
"He was drawn to such slow , mournful music and he carried it with him everywhere . ",sad,,,,,
Joe sat with his head in his hands not hearing the mournful sound of a tug edging shorewards in the direction of the docks or the lonely cry of the seagulls overhead . ,sad,,,,,
"With her long hair drooping round her face and her large , mournful eyes , she looked like a lost basset-hound puppy . ",sad,,,,,
The merchant 's long face was even more mournful and the friar was sure the man had been crying . ,sad,,,,,
The Counts were well pleased at this ; but all the people of the land were sorrowful . ,sad,,,,,
"Tero followed them at a distance , watching her new friend with sorrowful anxious eyes . ",sad,,,,,
"Elizabeth Mowbray 's face was pale and tense , her sorrowful mien reflecting the newly sombre mood of the court . ",sad,,,,,
"Not from irritation , but because she knew it was a lie , and felt sorrowful because of Alice . ",sad,,,,,
"Coventry turned and looked at him , a long dark sorrowful stare . ",sad,,,,,
Then the toot of a trumpet and the clown with the enormous sorrowful eyes was coming at her in her ring-side seat and she wanted to run away . ,sad,,,,,
His liquid eyes were sorrowful and the ends of his moustache drooped . ,sad,,,,,
"Then he relaxes into a sorrowful smile , like when you remember someone you loved who died a long time ago . ",sad,,,,,
"Moreover , I disliked the Lady Eleanor intensely , with her sorrowful face and moping ways . ",sad,,,,,
One of the three khthons began to hum a sorrowful melody . ,sad,,,,,
The poem interlocks the narrative description with Mariana 's own sorrowful moans . ,sad,,,,,
Athelstan rubbed his mouth with his thumb and gazed directly at Cranston 's sorrowful face . ,sad,,,,,
"Philippa thought , perhaps this news benefits the king , but it brings sorrow for the rest of us . ",sad,,,,,
"Jacob filled to the brim with sorrow for the woman whom , despite everything , he had loved . ",sad,,,,,
"Psalm 13 put her own question well &mdash'How; long shall l take counsel in my soul , having sorrow in my heart daily ?",sad,,,,,
"As the tartan army drowned its sorrows in the bars of Soho , Frank preferred a candlelit dinner . ",sad,,,,,
"` I have naught to offer you , "" the youth was saying and there was sorrow in his voice . ",sad,,,,,
There was genuine sorrow in the producer 's voice . ,sad,,,,,
"June Barraclough 's A Time to Love ( Methuen , 12.95 ) spans both World Wars and paints a vivid picture of the loves and sorrows of the characters in the lives of two women friends .",sad,,,,,
"Yet the sorrow of Leibnitz , were he to have needlessly destroyed it , is described as ` a natural feeling for a humane man "" . ",sad,,,,,
"Help us to become more aware of the needs , the joys and the sorrows of our brothers here . ",sad,,,,,
The look of reproach and sorrow on her face cut into him far more deeply than any angry words could have done . ,sad,,,,,
But the parting has brought some sweet sorrow to her and her landlord . ,sad,,,,,
Miss Worthington often felt it would have been an unendurable sorrow to her parents if they had lived to witness the extent of the deterioration . ,sad,,,,,
"He was a man drowning his sorrows , he 'd decided . ",sad,,,,,
There were dry gingers and tonics prepared for the whiskies and gins which everyone hoped would drown the star 's sorrows . ,sad,,,,,
My hand caresses the surging wind ; I am deeper drowned in sorrow . ,sad,,,,,
They were young but they walked bent in sorrow . ,sad,,,,,
"MOST of those who read Glenys Roberts 's moan ( March 15 ) and who know Monaco felt , I suspect , more sorrow for the author than disdain for the place .",sad,,,,,
He could see sorrow in the dark eyes which glowed as if there were candles burning behind them . ,sad,,,,,
Other people 's sorrows on the whole weigh lightly on our shoulders : a merciful provision . ,sad,,,,,
"I drowned my sorrows on the school goalposts , as football was banned . ",sad,,,,,
"Taking as his theme the great rivers of the world , the Ganges , the Jordan , the Mississippi , the Clyde -- and of course the Boyne -- he weaves a tapestry evoking both sorrow and joy . ",sad,,,,,
"The reporter , treading delicately , had asked if it was a great sorrow to her when she and Walter separated . ",sad,,,,,
"` But I feel dismay , sorrow , for so many people in our country who do not share this personal good fortune and who as a result of further years of Tory government will experience further disadvantage . ",sad,,,,,
Jesus felt despair and sorrow to such an extent that there is a mood of desperation in the story . ,sad,,,,,
"As his wife , as his Louise , had slipped , there was no friend with whom he could share the sorrow he felt over his son . ",sad,,,,,
"Yet she suffered his grief with him , wanting to share his sorrow , hoping that she could alleviate some of his pain . ",sad,,,,,
"The Irish President , Mary Robinson , had earlier said she shared the sorrow and anguish of the people of her country . ",sad,,,,,
He looked so woebegone . ,sad,,,,,
Hepzibah looked at Carrie 's woebegone face . ,sad,,,,,
"` God give me strength , "" he yelled , instantly turning his attention back to the younger man who stood before him , and whose woebegone expression would have been comical were it not so pitiful . ",sad,,,,,
"` I had to rush around trying to find a farmer with a cart who might be going where I wanted , "" Katz lamented , his woebegone countenance matching his sorry tale . ",sad,,,,,
"Liz must have looked as woebegone as she felt when they staggered into the stuffy carriage , because Barbara had burst out laughing . ",sad,,,,,
Her Mum smiled at the woebegone face . ,sad,,,,,
"Len looked apologetic and woebegone , and mumbled something about not letting down his mates . ",sad,,,,,
But she was torn by her daughter 's despair . ,sad,,,,,
"A merciful wave was closing over it , healing her despair . ",sad,,,,,
"Jamie Hill , defending , said Glorney 's marriage had broken down and his despair manifested itself in him turning to drink and committing offences . ",sad,,,,,
"When Lansdowne communicated his despair about the war to the press in 1917 and called for negotiations , there was a storm of protest .",sad,,,,,
"As he stared at the torment , fury , and despair in her face , he knew that Clare would not forgive him . ",sad,,,,,
The despair in their father 's voice had sent a sudden chill of apprehension through the brothers . ,sad,,,,,
The profound anguish and hopeless despair of this woman in the face of what she believed to be the moral ruin of her whole life can not well be described . ,sad,,,,,
"Since last May many of these same passers-by have come face to face on their TV screens with the agony , desolation and despair of the people of Ethiopia and the Sudan . ",sad,,,,,
ON a day which saw a host of prophets confounded -- and a month of near despair for many Conservative loyalists -- the reputation of one sage is intact . ,sad,,,,,
Rune frowned as his eagle-eyed regard read the despair on her face . ,sad,,,,,
From the despair in the parson 's eyes the doctor saw that this remedy had already been tried to no avail . ,sad,,,,,
"But he could not watch her terrible despairs without participating in them ; increasingly , he found he was as paralysed by them as she was herself . ",sad,,,,,
Many parents experience deep pain and despair about their teenage children . ,sad,,,,,
Gabriel forgot his own sadness when he saw the bitterness and deep despair on the farmer 's face . ,sad,,,,,
"Shelley sat down beside the patient and smiled at him , the cheerfulness coming from somewhere behind her deep despair . ",sad,,,,,
"By calling on his fellow socialists to perform the equivalent of a collective hara-kiri , he paradoxically appears to have given them back hope of a new life at the moment of their deepest despair . ",sad,,,,,
Evelyn had never experienced such utter despair . ,sad,,,,,
"The tears came , and rapidly dissolved her angry expression to one of utter despair . ",sad,,,,,
Through a swell of tears Ruth stared incredulously at the bundle and felt such despair that she feared she would drop the child . ,sad,,,,,
She glanced down at the linoleum in despair . ,sad,,,,,
Perhaps it was despair that made me believe there was one person in the world who might know that I was in despair . ,sad,,,,,
"That he forgot his guest in his despair , ",sad,,,,,
